Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender_Male,Married_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_No Phone Service,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet Service,Online Security_No Internet Service,Online Security_Yes,Online Backup_No Internet Service,Online Backup_Yes,Device Protection Plan_No Internet Service,Device Protection Plan_Yes,Premium Tech Support_No Internet Service,Premium Tech Support_Yes,Streaming TV_No Internet Service,Streaming TV_Yes,Streaming Movies_No Internet Service,Streaming Movies_Yes,Streaming Music_No Internet Service,Streaming Music_Yes,Unlimited Data_No Internet Service,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Actual,Churn_Probability,Recommendation
28,0,8,41,18.84,26.0,78.35,3211.2,0.0,0,772.44,3983.64,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,0,0.053187465548878085,No Action Needed
57,0,0,52,0.0,18.0,63.9,3334.95,0.0,0,0.0,3334.95,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.037678315924442055,No Action Needed
47,0,0,8,0.0,8.0,29.35,216.45,0.0,10,0.0,226.45,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.4101892323474886,Offer Loyalty Reward
78,0,1,5,6.66,14.0,-1.0,343.95,0.0,20,33.3,397.25,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.6505913500895046,Provide Premium Tech Support
56,0,9,71,13.41,18.0,83.3,5894.5,37.44,0,952.11,6809.17,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,0,0.003483382666032942,No Action Needed
69,0,0,4,12.86,4.0,88.85,372.45,0.0,0,51.44,423.89,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,1,0.794537248609,Provide Premium Tech Support
20,1,1,48,38.3,85.0,55.8,2651.2,0.0,0,1838.4,4489.6,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,0,0.16895254308735988,No Action Needed
74,0,7,43,8.75,13.0,109.55,4830.25,0.0,0,376.25,5206.5,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,1,0.1023716916557371,No Action Needed
47,0,0,15,3.15,26.0,51.55,765.5,0.0,20,47.25,832.75,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.3869977949917901,No Action Needed
44,1,0,1,0.0,19.0,33.6,33.6,0.0,50,0.0,83.6,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.3825023820807181,No Action Needed
34,0,1,13,29.49,2.0,43.8,592.65,0.0,0,383.37,976.02,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0.3205690562386188,No Action Needed
31,0,6,57,15.48,15.0,55.7,3171.6,34.59,0,882.36,4019.37,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.0542749318520878,No Action Needed
56,0,4,51,47.18,12.0,60.5,3145.15,0.0,0,2406.18,5551.33,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,0,0.06811885278944381,No Action Needed
21,3,8,64,37.47,69.0,92.85,5980.75,0.0,0,2398.08,8378.83,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,0,0.014262891462340787,No Action Needed
63,0,0,7,38.07,28.0,73.6,520.0,0.0,0,266.49,786.49,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,0.5606330068480279,Offer Loyalty Reward
47,0,0,64,25.95,23.0,104.65,6889.8,0.0,0,1660.8,8550.6,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,0,0.33249916098953447,No Action Needed
67,0,6,69,34.55,19.0,87.3,6055.55,0.0,0,2383.95,8439.5,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0,0.08730285482745342,No Action Needed
42,0,0,13,46.3,0.0,19.45,232.1,0.0,0,601.9,834.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.0706082114422125,No Action Needed
65,0,0,46,2.37,20.0,110.0,4874.8,0.0,0,109.02,4983.82,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,1,0.27257931246004524,No Action Needed
34,2,2,61,42.85,11.0,49.7,2961.4,0.0,0,2613.85,5575.25,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0,0.04834944801194558,No Action Needed
61,0,0,6,11.97,27.0,85.35,489.45,0.0,0,71.82,561.27,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1,0.6874395266536584,Provide Premium Tech Support
35,0,3,2,5.42,0.0,20.35,41.85,0.0,0,10.84,52.69,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.12714180137786127,No Action Needed
52,0,0,8,20.9,6.0,49.4,408.25,0.0,0,167.2,575.45,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.33824410183281883,No Action Needed
26,1,7,72,21.29,52.0,116.6,8337.45,26.7,0,1532.88,9843.63,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.007107745813228155,No Action Needed
66,0,0,8,5.02,26.0,81.25,585.95,0.0,0,40.16,626.11,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.7386495042669782,Provide Premium Tech Support
36,0,0,38,46.18,0.0,24.25,914.4,35.61,0,1754.84,2633.63,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0.019334291400023948,No Action Needed
49,0,0,4,27.04,0.0,20.7,83.75,0.0,0,108.16,191.91,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,0,0.046068223815688654,No Action Needed
44,0,1,67,37.6,23.0,88.4,5798.3,0.0,0,2519.2,8317.5,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0,0.3641681305416594,No Action Needed
50,0,0,1,16.34,4.0,45.55,45.55,0.0,0,16.34,61.89,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0,0.6685268417269179,Provide Premium Tech Support
35,3,9,71,22.83,53.0,85.45,6029.9,0.0,0,1620.93,7650.83,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.0005411477461679584,No Action Needed
78,0,0,20,5.71,22.0,71.3,1389.2,0.0,0,114.2,1503.4,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.4906663139238354,Offer Loyalty Reward
58,0,10,70,48.0,13.0,99.35,6944.5,0.0,0,3360.0,10304.5,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,0,0.04762549317359709,No Action Needed
33,0,2,30,9.81,0.0,19.8,576.65,0.0,0,294.3,870.95,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0.009045031865076741,No Action Needed
60,0,3,13,19.05,27.0,55.95,734.35,0.0,0,247.65,982.0,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,1,0.22787418358400835,No Action Needed
63,0,1,25,35.27,4.0,90.4,2178.6,0.0,140,881.75,3200.35,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,1,0.4502938534314409,Offer Loyalty Reward
65,0,0,15,29.11,29.0,74.4,1074.3,0.0,0,436.65,1510.95,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.5513147087667708,Offer Loyalty Reward
41,0,1,3,37.61,0.0,20.55,51.15,0.0,0,112.83,163.98,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,1,0.13827487599610705,No Action Needed
69,0,1,32,33.74,6.0,93.2,2931.0,17.88,0,1079.68,3992.8,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,1,0.7169746612069992,Provide Premium Tech Support
68,0,1,18,25.27,15.0,99.75,1836.25,0.0,0,454.86,2291.11,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,1,0.651809281035413,Provide Premium Tech Support
63,0,0,2,27.02,26.0,59.0,114.15,0.0,0,54.04,168.19,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,0.6280376501775794,Provide Premium Tech Support
53,0,1,42,42.45,11.0,108.3,4586.15,0.0,0,1782.9,6369.05,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0,0.486051673708981,Offer Loyalty Reward
21,2,0,3,14.6,71.0,74.4,229.55,8.74,0,43.8,264.61,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1,0.6264156449726513,Provide Premium Tech Support
71,0,7,34,26.49,18.0,90.15,3128.8,0.0,0,900.66,4029.46,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,0,0.1197167091350828,No Action Needed
74,0,0,60,48.92,11.0,101.4,6176.6,0.0,0,2935.2,9111.8,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,0,0.4128702544023542,Offer Loyalty Reward
20,2,1,41,32.29,69.0,78.45,3126.45,0.0,0,1323.89,4450.34,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.0687974166719219,No Action Needed
27,0,5,54,29.66,76.0,91.3,4965.0,0.0,0,1601.64,6566.64,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,0.021742146805622472,No Action Needed
42,0,0,4,9.81,30.0,50.7,151.3,0.0,0,39.24,190.54,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0.4073312868239188,Offer Loyalty Reward
73,0,0,11,2.81,3.0,55.6,580.8,15.2,0,30.91,596.51,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.20467290665224097,No Action Needed
57,0,0,45,28.72,3.0,112.2,5031.85,0.0,0,1292.4,6324.25,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0,0.21953351442157742,No Action Needed
54,0,0,12,45.8,4.0,67.25,832.3,0.0,0,549.6,1381.9,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.30379322961233024,No Action Needed
76,0,2,35,4.16,28.0,81.6,2815.25,0.0,0,145.6,2960.85,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0,0.28609824990024785,No Action Needed
75,0,0,2,9.55,28.0,70.2,115.95,0.0,0,19.1,135.05,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.7744229082912054,Provide Premium Tech Support
19,0,0,2,0.0,76.0,34.7,62.25,0.0,0,0.0,62.25,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,1,0.6608271897861642,Provide Premium Tech Support
47,0,0,38,4.34,26.0,104.85,3887.25,0.0,0,164.92,4052.17,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,0.33396533242307064,No Action Needed
49,0,1,47,6.56,11.0,66.05,3021.45,0.0,40,308.32,3369.77,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0,0.20396114998720224,No Action Needed
67,0,0,64,10.07,26.0,102.1,6688.1,0.0,0,644.48,7332.58,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0,0.2837213243444593,No Action Needed
33,0,0,1,13.61,25.0,74.5,74.5,0.0,0,13.61,88.11,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.8412617634769585,Offer 20% Discount
27,0,0,18,0.0,85.0,35.0,553.0,0.0,70,0.0,623.0,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1,0.32160152889924737,No Action Needed
53,0,7,72,0.0,15.0,65.1,4754.3,0.0,0,0.0,4754.3,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,0,0.006597771432362464,No Action Needed
69,0,0,52,37.6,23.0,104.2,5568.35,0.0,0,1955.2,7523.55,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,1,0.45156348193903617,Offer Loyalty Reward
22,0,0,22,15.77,42.0,69.7,1490.4,0.0,0,346.94,1837.34,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0,0.34459747202908675,No Action Needed
34,0,0,2,39.5,26.0,45.25,74.2,0.0,0,79.0,153.2,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0,0.5367999435749159,Offer Loyalty Reward
67,0,0,20,29.29,15.0,85.8,1727.5,0.0,0,585.8,2313.3,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,1,0.5806480427928165,Offer Loyalty Reward
60,0,3,71,47.34,12.0,106.0,7723.7,0.0,0,3361.14,11084.84,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1,0.11507966167647832,No Action Needed
65,0,0,67,34.23,11.0,105.05,7171.7,0.0,0,2293.41,9465.11,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,0.14844241608711184,No Action Needed
19,3,2,48,9.77,0.0,20.0,935.9,0.0,0,468.96,1404.86,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0,0.005410701704610694,No Action Needed
19,0,0,34,36.75,0.0,20.35,673.2,0.0,0,1249.5,1922.7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0.041878017951421376,No Action Needed
35,0,0,1,40.51,0.0,20.15,20.15,0.0,0,40.51,60.66,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1,0.3325610073095926,No Action Needed
38,0,0,8,48.2,22.0,59.25,436.6,0.0,0,385.6,822.2,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,0.390207716141599,No Action Needed
